Reg 0 - Cid 0: menor: 0, maior: 100, mediana: 48.00, media: 48.05 e DP: 29.81
Reg 8 - Cid 29: menor: 0, maior: 100, mediana: 50.00, media: 49.48 e DP: 28.60
Reg 8 - Cid 30: menor: 0, maior: 100, mediana: 50.00, media: 50.38 e DP: 29.33
Reg 8 - Cid 31: menor: 0, maior: 100, mediana: 50.00, media: 49.66 e DP: 28.96
Reg 8 - Cid 32: menor: 0, maior: 100, mediana: 48.00, media: 49.50 e DP: 28.77
Reg 8 - Cid 33: menor: 0, maior: 100, mediana: 48.00, media: 48.90 e DP: 29.71
Reg 8 - Cid 34: menor: 0, maior: 100, mediana: 50.00, media: 50.03 e DP: 29.02
Reg 8 - Cid 35: menor: 0, maior: 100, mediana: 52.00, media: 51.26 e DP: 29.40
Reg 8 - Cid 36: menor: 0, maior: 100, mediana: 50.50, media: 50.95 e DP: 29.92
Reg 8 - Cid 37: menor: 0, maior: 100, mediana: 50.50, media: 49.58 e DP: 28.83
Reg 8 - Cid 38: menor: 0, maior: 100, mediana: 52.00, media: 51.34 e DP: 29.47
Reg 8 - Cid 39: menor: 0, maior: 100, mediana: 48.00, media: 49.50 e DP: 29.37
Reg 8 - Cid 40: menor: 0, maior: 100, mediana: 53.00, media: 52.41 e DP: 28.95
Reg 8 - Cid 41: menor: 0, maior: 100, mediana: 50.00, media: 49.47 e DP: 29.13
Reg 8 - Cid 42: menor: 0, maior: 100, mediana: 51.00, media: 50.76 e DP: 29.26
Reg 8 - Cid 43: menor: 0, maior: 100, mediana: 51.00, media: 50.51 e DP: 29.57
Reg 8 - Cid 44: menor: 0, maior: 100, mediana: 51.00, media: 49.86 e DP: 29.72
Reg 8 - Cid 45: menor: 0, maior: 100, mediana: 51.00, media: 50.63 e DP: 28.68
Reg 8 - Cid 46: menor: 0, maior: 100, mediana: 50.00, media: 50.09 e DP: 29.70
Reg 8 - Cid 47: menor: 0, maior: 100, mediana: 51.00, media: 50.35 e DP: 29.88
Reg 8 - Cid 48: menor: 0, maior: 100, mediana: 49.00, media: 49.33 e DP: 29.31
Reg 8 - Cid 49: menor: 0, maior: 100, mediana: 47.00, media: 48.48 e DP: 29.29
Reg 8 - Cid 50: menor: 0, maior: 100, mediana: 51.00, media: 50.47 e DP: 28.93
Reg 8 - Cid 51: menor: 0, maior: 100, mediana: 53.00, media: 51.51 e DP: 28.85
Reg 8 - Cid 52: menor: 0, maior: 100, mediana: 47.50, media: 49.58 e DP: 29.52
Reg 8 - Cid 53: menor: 0, maior: 100, mediana: 45.00, media: 46.97 e DP: 29.64
Reg 8 - Cid 54: menor: 0, maior: 100, mediana: 49.00, media: 49.57 e DP: 29.76
Reg 8 - Cid 55: menor: 0, maior: 100, mediana: 51.00, media: 50.54 e DP: 29.09
Reg 8 - Cid 56: menor: 0, maior: 100, mediana: 47.00, media: 49.10 e DP: 29.12
Reg 8 - Cid 57: menor: 0, maior: 100, mediana: 49.00, media: 50.38 e DP: 29.30
Reg 8 - Cid 58: menor: 0, maior: 100, mediana: 49.00, media: 49.26 e DP: 29.29
Reg 8 - Cid 59: menor: 0, maior: 100, mediana: 50.00, media: 49.92 e DP: 28.91
Reg 8 - Cid 60: menor: 0, maior: 100, mediana: 50.00, media: 49.74 e DP: 29.63
Reg 8 - Cid 61: menor: 0, maior: 100, mediana: 49.50, media: 49.91 e DP: 29.43
Reg 8 - Cid 62: menor: 0, maior: 100, mediana: 49.00, media: 49.75 e DP: 29.11
Reg 8 - Cid 63: menor: 0, maior: 100, mediana: 51.00, media: 50.70 e DP: 28.74
Reg 8 - Cid 64: menor: 0, maior: 100, mediana: 51.00, media: 50.57 e DP: 29.04
Reg 8 - Cid 65: menor: 0, maior: 100, mediana: 50.00, media: 50.46 e DP: 28.95
Reg 8 - Cid 66: menor: 0, maior: 100, mediana: 50.00, media: 50.17 e DP: 29.36
Reg 8 - Cid 67: menor: 0, maior: 100, mediana: 50.00, media: 49.71 e DP: 28.82
Reg 8 - Cid 68: menor: 0, maior: 100, mediana: 50.00, media: 50.37 e DP: 29.64
Reg 8 - Cid 69: menor: 0, maior: 100, mediana: 49.00, media: 49.38 e DP: 29.03
Reg 8 - Cid 70: menor: 0, maior: 100, mediana: 51.00, media: 50.77 e DP: 29.61
Reg 8 - Cid 71: menor: 0, maior: 100, mediana: 48.00, media: 49.37 e DP: 29.52
Reg 8 - Cid 72: menor: 0, maior: 100, mediana: 49.00, media: 49.90 e DP: 29.19
Reg 8 - Cid 73: menor: 0, maior: 100, mediana: 50.00, media: 49.92 e DP: 29.35
Reg 8 - Cid 74: menor: 0, maior: 100, mediana: 48.00, media: 48.95 e DP: 28.84
Reg 8 - Cid 75: menor: 0, maior: 100, mediana: 53.00, media: 51.48 e DP: 29.47
Reg 8 - Cid 76: menor: 0, maior: 100, mediana: 48.00, media: 48.98 e DP: 29.51
Reg 8 - Cid 77: menor: 0, maior: 100, mediana: 51.00, media: 50.85 e DP: 28.80
Reg 8 - Cid 78: menor: 0, maior: 100, mediana: 52.00, media: 50.65 e DP: 29.68
Reg 8 - Cid 79: menor: 0, maior: 100, mediana: 47.00, media: 48.65 e DP: 29.06
Reg 8 - Cid 80: menor: 0, maior: 100, mediana: 48.50, media: 49.47 e DP: 29.94
Reg 8 - Cid 81: menor: 0, maior: 100, mediana: 52.00, media: 51.48 e DP: 29.38
Reg 8 - Cid 82: menor: 0, maior: 100, mediana: 49.50, media: 49.66 e DP: 28.68
Reg 8 - Cid 83: menor: 0, maior: 100, mediana: 50.00, media: 49.27 e DP: 28.87
Reg 8 - Cid 84: menor: 0, maior: 100, mediana: 53.00, media: 50.91 e DP: 29.11
Reg 8 - Cid 85: menor: 0, maior: 100, mediana: 50.00, media: 49.27 e DP: 28.81
Reg 8 - Cid 86: menor: 0, maior: 100, mediana: 49.00, media: 49.28 e DP: 29.73
Reg 8 - Cid 87: menor: 0, maior: 100, mediana: 49.00, media: 49.66 e DP: 29.40
Reg 8 - Cid 88: menor: 0, maior: 100, mediana: 51.00, media: 50.62 e DP: 29.41
Reg 8 - Cid 89: menor: 0, maior: 100, mediana: 50.50, media: 50.05 e DP: 30.11
Reg 8 - Cid 90: menor: 0, maior: 100, mediana: 50.00, media: 49.45 e DP: 28.89
Reg 8 - Cid 91: menor: 0, maior: 100, mediana: 48.00, media: 48.07 e DP: 28.46
Reg 8 - Cid 92: menor: 0, maior: 100, mediana: 52.00, media: 51.00 e DP: 28.55
Reg 8 - Cid 93: menor: 0, maior: 100, mediana: 51.00, media: 49.95 e DP: 29.10
Reg 8 - Cid 94: menor: 0, maior: 100, mediana: 50.50, media: 50.06 e DP: 29.20
Reg 8 - Cid 95: menor: 0, maior: 100, mediana: 47.00, media: 47.42 e DP: 29.45
Reg 8 - Cid 96: menor: 0, maior: 100, mediana: 49.00, media: 49.37 e DP: 29.32
Reg 8 - Cid 97: menor: 0, maior: 100, mediana: 48.50, media: 48.83 e DP: 29.15
Reg 8 - Cid 98: menor: 0, maior: 100, mediana: 49.00, media: 49.50 e DP: 29.12
Reg 8 - Cid 99: menor: 0, maior: 100, mediana: 53.00, media: 51.75 e DP: 29.41
Reg 8 - Cid 100: menor: 0, maior: 100, mediana: 49.00, media: 49.76 e DP: 29.04
Reg 9 - Cid 0: menor: 0, maior: 100, mediana: 49.00, media: 49.74 e DP: 28.67
Reg 9 - Cid 1: menor: 0, maior: 100, mediana: 54.00, media: 51.32 e DP: 29.19
Reg 9 - Cid 2: menor: 0, maior: 100, mediana: 50.50, media: 50.62 e DP: 28.50
Reg 9 - Cid 3: menor: 0, maior: 100, mediana: 49.00, media: 49.31 e DP: 29.69
Reg 9 - Cid 4: menor: 0, maior: 100, mediana: 50.00, media: 50.61 e DP: 29.31
Reg 9 - Cid 5: menor: 0, maior: 100, mediana: 49.00, media: 49.52 e DP: 28.87
Reg 9 - Cid 6: menor: 0, maior: 100, mediana: 48.50, media: 48.51 e DP: 29.32
Reg 9 - Cid 7: menor: 0, maior: 100, mediana: 50.00, media: 50.50 e DP: 29.40
Reg 9 - Cid 8: menor: 0, maior: 100, mediana: 49.50, media: 49.51 e DP: 28.81
Reg 9 - Cid 9: menor: 0, maior: 100, mediana: 52.00, media: 51.50 e DP: 28.89
Reg 9 - Cid 10: menor: 0, maior: 100, mediana: 48.00, media: 48.27 e DP: 29.18
Reg 9 - Cid 11: menor: 0, maior: 100, mediana: 54.00, media: 51.79 e DP: 29.31
Reg 9 - Cid 12: menor: 0, maior: 100, mediana: 51.00, media: 50.74 e DP: 29.11
Reg 9 - Cid 13: menor: 0, maior: 100, mediana: 47.00, media: 48.63 e DP: 29.63
Reg 9 - Cid 14: menor: 0, maior: 100, mediana: 53.00, media: 51.44 e DP: 29.11
Reg 9 - Cid 15: menor: 0, maior: 100, mediana: 51.00, media: 50.46 e DP: 28.96
Reg 9 - Cid 16: menor: 0, maior: 100, mediana: 53.00, media: 51.17 e DP: 29.28
Reg 9 - Cid 17: menor: 0, maior: 100, mediana: 48.00, media: 49.26 e DP: 28.67
Reg 9 - Cid 18: menor: 0, maior: 100, mediana: 46.00, media: 47.85 e DP: 28.98
Reg 9 - Cid 19: menor: 0, maior: 100, mediana: 48.00, media: 49.51 e DP: 28.50
Reg 9 - Cid 20: menor: 0, maior: 100, mediana: 48.00, media: 50.02 e DP: 29.05
Reg 9 - Cid 21: menor: 0, maior: 100, mediana: 50.00, media: 50.53 e DP: 28.78
Reg 9 - Cid 22: menor: 0, maior: 100, mediana: 51.00, media: 50.91 e DP: 28.72
Reg 9 - Cid 23: menor: 0, maior: 100, mediana: 52.00, media: 51.53 e DP: 29.98
Reg 9 - Cid 24: menor: 0, maior: 100, mediana: 48.00, media: 49.80 e DP: 28.97
Reg 9 - Cid 25: menor: 0, maior: 100, mediana: 49.00, media: 49.36 e DP: 30.15
Reg 9 - Cid 26: menor: 0, maior: 100, mediana: 51.00, media: 50.90 e DP: 28.84
Reg 9 - Cid 27: menor: 0, maior: 100, mediana: 51.00, media: 50.39 e DP: 29.38
Reg 9 - Cid 28: menor: 0, maior: 100, mediana: 51.00, media: 50.76 e DP: 30.25
Reg 9 - Cid 29: menor: 0, maior: 100, mediana: 49.00, media: 49.36 e DP: 28.96
Reg 9 - Cid 30: menor: 0, maior: 100, mediana: 51.50, media: 50.90 e DP: 29.27
Reg 9 - Cid 31: menor: 0, maior: 100, mediana: 48.00, media: 48.28 e DP: 29.80
Reg 9 - Cid 32: menor: 0, maior: 100, mediana: 50.00, media: 50.56 e DP: 28.68
Reg 9 - Cid 33: menor: 0, maior: 100, mediana: 49.00, media: 48.99 e DP: 30.00
Reg 9 - Cid 34: menor: 0, maior: 100, mediana: 46.00, media: 48.10 e DP: 28.96
Reg 9 - Cid 35: menor: 0, maior: 100, mediana: 47.00, media: 49.44 e DP: 29.65
Reg 9 - Cid 36: menor: 0, maior: 100, mediana: 51.00, media: 51.10 e DP: 28.85
Reg 9 - Cid 37: menor: 0, maior: 100, mediana: 51.00, media: 49.95 e DP: 29.58
Reg 9 - Cid 38: menor: 0, maior: 100, mediana: 52.00, media: 51.32 e DP: 29.57
Reg 9 - Cid 39: menor: 0, maior: 100, mediana: 53.00, media: 51.17 e DP: 28.31
Reg 9 - Cid 40: menor: 0, maior: 100, mediana: 50.00, media: 49.22 e DP: 28.78
Reg 9 - Cid 41: menor: 0, maior: 100, mediana: 47.50, media: 48.37 e DP: 29.52
Reg 9 - Cid 42: menor: 0, maior: 100, mediana: 51.00, media: 49.88 e DP: 28.68
Reg 9 - Cid 43: menor: 0, maior: 100, mediana: 50.00, media: 49.29 e DP: 29.30
Reg 9 - Cid 44: menor: 0, maior: 100, mediana: 51.00, media: 51.30 e DP: 29.62
Reg 9 - Cid 45: menor: 0, maior: 100, mediana: 49.00, media: 49.62 e DP: 29.78
Reg 9 - Cid 46: menor: 0, maior: 100, mediana: 51.00, media: 50.66 e DP: 29.33
Reg 9 - Cid 47: menor: 0, maior: 100, mediana: 50.00, media: 50.29 e DP: 29.03
Reg 9 - Cid 48: menor: 0, maior: 100, mediana: 50.00, media: 50.05 e DP: 29.91
Reg 9 - Cid 49: menor: 0, maior: 100, mediana: 50.00, media: 49.71 e DP: 28.84
Reg 9 - Cid 50: menor: 0, maior: 100, mediana: 52.00, media: 50.85 e DP: 29.29
Reg 9 - Cid 51: menor: 0, maior: 100, mediana: 50.00, media: 49.09 e DP: 28.79
Reg 9 - Cid 52: menor: 0, maior: 100, mediana: 50.00, media: 50.55 e DP: 29.23
Reg 9 - Cid 53: menor: 0, maior: 100, mediana: 47.00, media: 49.07 e DP: 28.95
Reg 9 - Cid 54: menor: 0, maior: 100, mediana: 50.00, media: 49.81 e DP: 29.44
Reg 9 - Cid 55: menor: 0, maior: 100, mediana: 49.00, media: 49.15 e DP: 29.08
Reg 9 - Cid 56: menor: 0, maior: 100, mediana: 49.00, media: 49.72 e DP: 29.34
Reg 9 - Cid 57: menor: 0, maior: 100, mediana: 50.00, media: 50.80 e DP: 28.83
Reg 9 - Cid 58: menor: 0, maior: 100, mediana: 51.00, media: 50.58 e DP: 29.18
Reg 9 - Cid 59: menor: 0, maior: 100, mediana: 50.00, media: 50.23 e DP: 29.11
Reg 9 - Cid 60: menor: 0, maior: 100, mediana: 50.00, media: 50.27 e DP: 29.36
Reg 9 - Cid 61: menor: 0, maior: 100, mediana: 51.00, media: 50.76 e DP: 29.42
Reg 9 - Cid 62: menor: 0, maior: 100, mediana: 50.00, media: 49.15 e DP: 29.26
Reg 9 - Cid 63: menor: 0, maior: 100, mediana: 51.00, media: 50.55 e DP: 29.07
Reg 9 - Cid 64: menor: 0, maior: 100, mediana: 51.00, media: 49.99 e DP: 29.63
Reg 9 - Cid 65: menor: 0, maior: 100, mediana: 50.00, media: 50.06 e DP: 28.97
Reg 9 - Cid 66: menor: 0, maior: 100, mediana: 50.00, media: 49.02 e DP: 28.73
Reg 9 - Cid 67: menor: 0, maior: 100, mediana: 50.00, media: 50.37 e DP: 29.65
Reg 9 - Cid 68: menor: 0, maior: 100, mediana: 49.00, media: 49.39 e DP: 29.45
Reg 9 - Cid 69: menor: 0, maior: 100, mediana: 50.00, media: 49.96 e DP: 29.55
Reg 9 - Cid 70: menor: 0, maior: 100, mediana: 49.00, media: 49.86 e DP: 28.90
Reg 9 - Cid 71: menor: 0, maior: 100, mediana: 51.50, media: 50.48 e DP: 29.14
Reg 9 - Cid 72: menor: 0, maior: 100, mediana: 50.00, media: 50.45 e DP: 29.65
Reg 9 - Cid 73: menor: 0, maior: 100, mediana: 50.00, media: 49.80 e DP: 29.51
Reg 9 - Cid 74: menor: 0, maior: 100, mediana: 53.00, media: 51.77 e DP: 28.90
Reg 9 - Cid 75: menor: 0, maior: 100, mediana: 48.00, media: 49.58 e DP: 28.61
Reg 9 - Cid 76: menor: 0, maior: 100, mediana: 50.00, media: 50.40 e DP: 29.49
Reg 9 - Cid 77: menor: 0, maior: 100, mediana: 49.00, media: 49.32 e DP: 28.86
Reg 9 - Cid 78: menor: 0, maior: 100, mediana: 47.00, media: 48.93 e DP: 30.12
Reg 9 - Cid 79: menor: 0, maior: 100, mediana: 45.00, media: 47.23 e DP: 29.10
Reg 9 - Cid 80: menor: 0, maior: 100, mediana: 48.00, media: 49.50 e DP: 29.88
Reg 9 - Cid 81: menor: 0, maior: 100, mediana: 48.00, media: 49.81 e DP: 29.26
Reg 9 - Cid 82: menor: 0, maior: 100, mediana: 49.50, media: 49.53 e DP: 29.83
Reg 9 - Cid 83: menor: 0, maior: 100, mediana: 51.50, media: 50.29 e DP: 28.95
Reg 9 - Cid 84: menor: 0, maior: 100, mediana: 52.00, media: 51.04 e DP: 28.66
Reg 9 - Cid 85: menor: 0, maior: 100, mediana: 48.00, media: 49.04 e DP: 29.68
Reg 9 - Cid 86: menor: 0, maior: 100, mediana: 49.00, media: 50.16 e DP: 29.50
Reg 9 - Cid 87: menor: 0, maior: 100, mediana: 50.00, media: 50.01 e DP: 29.33
Reg 9 - Cid 88: menor: 0, maior: 100, mediana: 51.50, media: 50.84 e DP: 29.26
Reg 9 - Cid 89: menor: 0, maior: 100, mediana: 51.00, media: 51.71 e DP: 29.21
Reg 9 - Cid 90: menor: 0, maior: 100, mediana: 51.00, media: 50.07 e DP: 28.91


Reg 0 - menor: 0, maior: 100, mediana: 50.00, media: 49.70 e DP: 28.90
Reg 1 - menor: 0, maior: 100, mediana: 50.00, media: 49.99 e DP: 29.26
Reg 2 - menor: 0, maior: 100, mediana: 50.00, media: 50.57 e DP: 29.30
Reg 3 - menor: 0, maior: 100, mediana: 51.00, media: 50.33 e DP: 29.21
Reg 4 - menor: 0, maior: 100, mediana: 50.00, media: 49.61 e DP: 29.17
Reg 5 - menor: 0, maior: 100, mediana: 50.00, media: 50.19 e DP: 29.29
Reg 6 - menor: 0, maior: 100, mediana: 50.00, media: 50.05 e DP: 29.13
Reg 7 - menor: 0, maior: 100, mediana: 50.00, media: 49.73 e DP: 28.90
Reg 8 - menor: 0, maior: 100, mediana: 49.00, media: 49.62 e DP: 29.34
Reg 9 - menor: 0, maior: 100, mediana: 51.00, media: 50.73 e DP: 29.31
Reg 10 - menor: 0, maior: 100, mediana: 51.00, media: 50.41 e DP: 29.11
Reg 11 - menor: 0, maior: 100, mediana: 50.00, media: 50.10 e DP: 29.14
Reg 12 - menor: 0, maior: 100, mediana: 50.00, media: 49.98 e DP: 29.07
Reg 13 - menor: 0, maior: 100, mediana: 50.00, media: 49.77 e DP: 29.41
Reg 14 - menor: 0, maior: 100, mediana: 50.50, media: 50.25 e DP: 29.25
Reg 15 - menor: 0, maior: 100, mediana: 50.00, media: 49.70 e DP: 29.19
Reg 16 - menor: 0, maior: 100, mediana: 50.00, media: 50.04 e DP: 29.07
Reg 17 - menor: 0, maior: 100, mediana: 50.00, media: 50.18 e DP: 29.22
Reg 18 - menor: 0, maior: 100, mediana: 51.00, media: 50.29 e DP: 28.89
Reg 19 - menor: 0, maior: 100, mediana: 50.00, media: 50.26 e DP: 29.23
Reg 20 - menor: 0, maior: 100, mediana: 51.00, media: 50.14 e DP: 29.06
Reg 21 - menor: 0, maior: 100, mediana: 50.00, media: 49.93 e DP: 29.18
Reg 22 - menor: 0, maior: 100, mediana: 49.00, media: 49.78 e DP: 29.32
Reg 23 - menor: 0, maior: 100, mediana: 49.00, media: 49.49 e DP: 29.07
Reg 24 - menor: 0, maior: 100, mediana: 50.00, media: 50.21 e DP: 29.17
Reg 25 - menor: 0, maior: 100, mediana: 50.00, media: 50.37 e DP: 29.14
Reg 26 - menor: 0, maior: 100, mediana: 50.00, media: 49.78 e DP: 29.22
Reg 27 - menor: 0, maior: 100, mediana: 50.00, media: 49.84 e DP: 29.06
Reg 28 - menor: 0, maior: 100, mediana: 50.00, media: 50.11 e DP: 29.34
Reg 29 - menor: 0, maior: 100, mediana: 50.00, media: 50.27 e DP: 29.34
Reg 30 - menor: 0, maior: 100, mediana: 49.00, media: 48.98 e DP: 28.95
Reg 31 - menor: 0, maior: 100, mediana: 49.00, media: 49.73 e DP: 29.22
Reg 32 - menor: 0, maior: 100, mediana: 51.00, media: 50.50 e DP: 29.23
Reg 33 - menor: 0, maior: 100, mediana: 51.00, media: 50.33 e DP: 29.17
Reg 34 - menor: 0, maior: 100, mediana: 50.00, media: 50.18 e DP: 29.17
Reg 35 - menor: 0, maior: 100, mediana: 50.00, media: 50.10 e DP: 29.23
Reg 36 - menor: 0, maior: 100, mediana: 50.00, media: 50.24 e DP: 29.20
Reg 37 - menor: 0, maior: 100, mediana: 51.00, media: 50.16 e DP: 29.24
Reg 38 - menor: 0, maior: 100, mediana: 50.00, media: 49.59 e DP: 29.32
Reg 39 - menor: 0, maior: 100, mediana: 50.00, media: 49.67 e DP: 29.01
Reg 40 - menor: 0, maior: 100, mediana: 51.00, media: 50.53 e DP: 29.08
Reg 41 - menor: 0, maior: 100, mediana: 49.00, media: 49.79 e DP: 29.30
Reg 42 - menor: 0, maior: 100, mediana: 50.00, media: 50.13 e DP: 29.37
Reg 43 - menor: 0, maior: 100, mediana: 50.00, media: 49.82 e DP: 29.13
Reg 44 - menor: 0, maior: 100, mediana: 50.00, media: 49.94 e DP: 29.16
Reg 45 - menor: 0, maior: 100, mediana: 50.00, media: 49.80 e DP: 29.21
Reg 46 - menor: 0, maior: 100, mediana: 49.00, media: 49.45 e DP: 29.05
Reg 47 - menor: 0, maior: 100, mediana: 50.00, media: 49.91 e DP: 28.90
Reg 48 - menor: 0, maior: 100, mediana: 50.00, media: 50.03 e DP: 28.95
Reg 49 - menor: 0, maior: 100, mediana: 50.00, media: 49.97 e DP: 29.24
Reg 50 - menor: 0, maior: 100, mediana: 50.00, media: 50.03 e DP: 29.07
Reg 51 - menor: 0, maior: 100, mediana: 49.00, media: 49.62 e DP: 29.33
Reg 52 - menor: 0, maior: 100, mediana: 51.00, media: 50.35 e DP: 29.01
Reg 53 - menor: 0, maior: 100, mediana: 50.00, media: 49.78 e DP: 29.28
Reg 54 - menor: 0, maior: 100, mediana: 50.00, media: 49.86 e DP: 29.26
Reg 55 - menor: 0, maior: 100, mediana: 51.00, media: 50.32 e DP: 29.17
Reg 56 - menor: 0, maior: 100, mediana: 50.00, media: 50.28 e DP: 29.11
Reg 57 - menor: 0, maior: 100, mediana: 50.00, media: 50.02 e DP: 29.14
Reg 58 - menor: 0, maior: 100, mediana: 49.00, media: 49.69 e DP: 29.09
Reg 59 - menor: 0, maior: 100, mediana: 50.00, media: 49.87 e DP: 29.19
Reg 60 - menor: 0, maior: 100, mediana: 51.00, media: 50.37 e DP: 29.29
Reg 61 - menor: 0, maior: 100, mediana: 50.00, media: 49.90 e DP: 29.41
Reg 62 - menor: 0, maior: 100, mediana: 50.00, media: 49.74 e DP: 28.97
Reg 63 - menor: 0, maior: 100, mediana: 51.00, media: 50.44 e DP: 29.36
Reg 64 - menor: 0, maior: 100, mediana: 50.00, media: 50.25 e DP: 29.18
Reg 65 - menor: 0, maior: 100, mediana: 50.00, media: 49.96 e DP: 29.22
Reg 66 - menor: 0, maior: 100, mediana: 50.00, media: 50.06 e DP: 28.99
Reg 67 - menor: 0, maior: 100, mediana: 50.00, media: 49.73 e DP: 29.08
Reg 68 - menor: 0, maior: 100, mediana: 50.00, media: 49.90 e DP: 29.20
Reg 69 - menor: 0, maior: 100, mediana: 49.00, media: 49.61 e DP: 29.16
Reg 70 - menor: 0, maior: 100, mediana: 50.00, media: 50.02 e DP: 29.40
Reg 71 - menor: 0, maior: 100, mediana: 50.00, media: 50.06 e DP: 29.22
Reg 72 - menor: 0, maior: 100, mediana: 51.00, media: 50.58 e DP: 29.21
Reg 73 - menor: 0, maior: 100, mediana: 50.00, media: 49.73 e DP: 29.13
Reg 74 - menor: 0, maior: 100, mediana: 49.00, media: 49.52 e DP: 29.07
Reg 75 - menor: 0, maior: 100, mediana: 50.00, media: 49.97 e DP: 29.04
Reg 76 - menor: 0, maior: 100, mediana: 50.00, media: 50.17 e DP: 29.44
Reg 77 - menor: 0, maior: 100, mediana: 50.00, media: 49.96 e DP: 28.98
Reg 78 - menor: 0, maior: 100, mediana: 50.00, media: 49.73 e DP: 29.00
Reg 79 - menor: 0, maior: 100, mediana: 51.00, media: 50.77 e DP: 28.95
Reg 80 - menor: 0, maior: 100, mediana: 50.00, media: 50.05 e DP: 29.22
Reg 81 - menor: 0, maior: 100, mediana: 50.00, media: 50.11 e DP: 29.07
Reg 82 - menor: 0, maior: 100, mediana: 50.00, media: 49.88 e DP: 29.08
Reg 83 - menor: 0, maior: 100, mediana: 50.00, media: 49.86 e DP: 29.00
Reg 84 - menor: 0, maior: 100, mediana: 51.00, media: 50.30 e DP: 29.27
Reg 85 - menor: 0, maior: 100, mediana: 50.00, media: 50.20 e DP: 29.32
Reg 86 - menor: 0, maior: 100, mediana: 49.00, media: 49.50 e DP: 29.37
Reg 87 - menor: 0, maior: 100, mediana: 50.00, media: 50.13 e DP: 29.18
Reg 88 - menor: 0, maior: 100, mediana: 50.00, media: 50.03 e DP: 29.33
Reg 89 - menor: 0, maior: 100, mediana: 50.00, media: 49.62 e DP: 29.15
Reg 90 - menor: 0, maior: 100, mediana: 50.00, media: 49.74 e DP: 29.11
Reg 91 - menor: 0, maior: 100, mediana: 50.00, media: 49.97 e DP: 29.12
Reg 92 - menor: 0, maior: 100, mediana: 50.00, media: 50.09 e DP: 29.07
Reg 93 - menor: 0, maior: 100, mediana: 51.00, media: 50.44 e DP: 29.33
Reg 94 - menor: 0, maior: 100, mediana: 50.00, media: 49.82 e DP: 29.23
Reg 95 - menor: 0, maior: 100, mediana: 50.00, media: 50.00 e DP: 29.33
Reg 96 - menor: 0, maior: 100, mediana: 50.00, media: 49.93 e DP: 29.12
Reg 97 - menor: 0, maior: 100, mediana: 50.00, media: 49.91 e DP: 29.26
Reg 98 - menor: 0, maior: 100, mediana: 49.00, media: 49.75 e DP: 29.34
Reg 99 - menor: 0, maior: 100, mediana: 50.00, media: 50.25 e DP: 29.26


Brasil: menor: 0, maior: 100, mediana: 50.00, media: 50.00 e DP: 29.18

Melhor regiao: Regiao 92
Melhor cidade: Regiao 92, Cidade 93

Time: 	 1.155313 
